Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Jacqueline Hall,STU1906,gonzaleschristopher@example.com,Other,Literature,['Music'],['Mathematics'],['Sports Teams'],Yes,[],"['Leadership', 'Programming']","['Events', 'Articles']",Weekly
Rachel Crosby,STU1907,dawn21@example.com,Male,Biology,"['Writing', 'Arts', 'Cooking']","['Mathematics', 'Physics']","['Volunteering', 'Debate']",Yes,"['carry', 'bit']",['Event Planning'],"['Videos', 'Events', 'Articles']",Bi-weekly
Patricia Jones,STU1908,david71@example.net,Other,Physics,"['Science', 'Writing', 'Cooking']",['Literature'],"['Drama', 'Robotics']",No,"['design', 'point']","['Event Planning', 'Leadership', 'Writing']","['Videos', 'Events']",Monthly
Morgan Navarro,STU1909,sjones@example.org,Male,Computer Science,['Technology'],"['Engineering', 'AI', 'Mathematics']","['Debate', 'Music Band', 'Robotics']",No,[],"['Programming', 'Design', 'Event Planning']",['Videos'],Bi-weekly
Judy Jimenez,STU1910,elizabethknox@example.com,Other,History,"['Travel', 'Technology', 'Science']","['Literature', 'Data Science', 'Physics']",['Robotics'],Yes,[],"['Design', 'Public Speaking']","['Articles', 'Podcasts']",Weekly
Steven Ramos,STU1911,frankchristopher@example.org,Male,Literature,['Music'],"['Biology', 'AI', 'Engineering']","['Music Band', 'Robotics']",Yes,[],"['Programming', 'Public Speaking', 'Event Planning']","['Videos', 'Podcasts']",Monthly
Andrew Moore,STU1912,nunezangela@example.com,Other,History,"['Travel', 'Arts', 'Cooking']","['AI', 'Literature', 'Biology']","['Debate', 'Robotics']",Yes,[],"['Leadership', 'Design', 'Public Speaking']","['Articles', 'Events']",Weekly
Marcus Hood,STU1913,rortiz@example.org,Other,Physics,['Sports'],"['Mathematics', 'History', 'Biology']",['Robotics'],No,"['owner', 'continue']",['Event Planning'],"['Articles', 'Tutorials', 'Events']",Bi-weekly
Annette Nelson,STU1914,vwalker@example.net,Other,History,"['Gaming', 'Arts']","['Mathematics', 'Physics', 'Engineering']",['Volunteering'],No,[],['Design'],['Podcasts'],Weekly
David Bolton,STU1915,ywilliams@example.org,Female,Engineering,['Reading'],"['Biology', 'AI']",['Photography'],Yes,"['low', 'herself']","['Leadership', 'Programming']","['Videos', 'Podcasts']",Monthly
Philip Smith,STU1916,uheath@example.org,Other,Computer Science,"['Sports', 'Travel', 'Music']",['Data Science'],['Robotics'],Yes,[],"['Programming', 'Leadership']","['Articles', 'Tutorials', 'Videos']",Weekly
Tara Taylor,STU1917,ltaylor@example.com,Male,Physics,['Sports'],['Engineering'],['Robotics'],Yes,[],['Public Speaking'],['Podcasts'],Weekly
Wesley Scott,STU1918,lindseymelissa@example.com,Male,Computer Science,"['Science', 'Writing', 'Sports']","['Mathematics', 'Physics']","['Photography', 'Robotics']",No,[],"['Event Planning', 'Public Speaking']",['Events'],Monthly
Michelle Williams,STU1919,cervantesshawn@example.org,Other,Mathematics,['Sports'],"['Biology', 'Physics']",['Drama'],No,"['listen', 'hot']","['Event Planning', 'Public Speaking']",['Tutorials'],Weekly
Nancy Cohen,STU1920,leecatherine@example.net,Male,Engineering,"['Music', 'Cooking']","['Literature', 'Engineering']","['Volunteering', 'Robotics']",No,"['plant', 'detail']","['Design', 'Public Speaking', 'Leadership']","['Events', 'Articles']",Weekly
Jonathan Klein,STU1921,deanna14@example.net,Female,Biology,"['Cooking', 'Gaming', 'Travel']",['Literature'],"['Debate', 'Drama', 'Volunteering']",No,[],"['Event Planning', 'Design', 'Leadership']","['Podcasts', 'Articles']",Monthly
Brent Cervantes,STU1922,monica89@example.com,Female,Physics,"['Travel', 'Cooking', 'Sports']","['AI', 'Physics', 'Literature']",['Sports Teams'],No,[],['Public Speaking'],"['Articles', 'Podcasts', 'Tutorials']",Monthly
Devin Ferrell,STU1923,bruce05@example.org,Other,Computer Science,"['Gaming', 'Writing', 'Science']","['Literature', 'Mathematics']",['Drama'],No,"['what', 'include']","['Design', 'Writing', 'Leadership']","['Tutorials', 'Events']",Bi-weekly
Cheryl Kennedy,STU1924,nowens@example.com,Female,Engineering,"['Cooking', 'Technology']",['Literature'],"['Volunteering', 'Robotics']",No,[],['Design'],"['Events', 'Podcasts', 'Tutorials']",Weekly
Justin Chavez,STU1925,dawnmacias@example.com,Male,History,"['Travel', 'Music', 'Gaming']",['History'],"['Sports Teams', 'Volunteering', 'Drama']",No,[],"['Programming', 'Design', 'Writing']",['Articles'],Bi-weekly
Christina Russo,STU1926,william33@example.org,Female,Mathematics,"['Science', 'Writing', 'Travel']",['Biology'],"['Photography', 'Debate', 'Sports Teams']",Yes,[],"['Public Speaking', 'Design', 'Programming']",['Videos'],Bi-weekly
Dustin Gutierrez,STU1927,simmonsbrandi@example.org,Other,Mathematics,"['Arts', 'Reading', 'Cooking']","['History', 'Literature']",['Sports Teams'],No,"['experience', 'any']","['Writing', 'Event Planning']","['Tutorials', 'Articles', 'Videos']",Bi-weekly
Todd Benson,STU1928,kathryn53@example.com,Female,Literature,['Cooking'],['AI'],"['Drama', 'Music Band']",Yes,[],"['Programming', 'Event Planning']",['Podcasts'],Weekly
Michelle Marsh,STU1929,jeffgardner@example.com,Male,Computer Science,"['Music', 'Sports']","['History', 'Data Science']","['Robotics', 'Photography']",No,"['pretty', 'military']",['Leadership'],"['Articles', 'Tutorials']",Weekly
Hannah Rojas,STU1930,debbiecollins@example.net,Female,Engineering,"['Cooking', 'Arts']",['Biology'],['Debate'],No,[],"['Writing', 'Public Speaking', 'Programming']","['Events', 'Videos', 'Articles']",Monthly
Tonya Clayton,STU1931,nicolegutierrez@example.net,Female,Engineering,"['Travel', 'Gaming', 'Sports']",['Data Science'],"['Sports Teams', 'Drama', 'Robotics']",No,"['sometimes', 'fish']","['Writing', 'Design']","['Podcasts', 'Events']",Bi-weekly
Patricia Griffith,STU1932,barnettkristine@example.com,Female,Computer Science,['Science'],"['Data Science', 'Biology']","['Debate', 'Sports Teams', 'Robotics']",Yes,[],"['Leadership', 'Design']","['Tutorials', 'Videos']",Weekly
Angela Alexander,STU1933,nathan95@example.com,Male,Physics,"['Travel', 'Arts']","['Data Science', 'Physics', 'Literature']",['Music Band'],Yes,[],['Writing'],"['Tutorials', 'Podcasts']",Monthly
Joan Banks,STU1934,mezajohn@example.org,Other,Biology,"['Cooking', 'Gaming']","['Data Science', 'History']","['Drama', 'Volunteering', 'Sports Teams']",No,[],"['Design', 'Leadership', 'Writing']",['Events'],Monthly
Samantha Evans,STU1935,wellsthomas@example.org,Female,Physics,"['Travel', 'Cooking']","['Data Science', 'Engineering']","['Sports Teams', 'Robotics', 'Volunteering']",No,[],"['Public Speaking', 'Design']","['Tutorials', 'Videos', 'Events']",Weekly
Taylor Villarreal,STU1936,grahamlauren@example.com,Male,History,"['Sports', 'Arts']","['AI', 'Engineering']","['Photography', 'Debate', 'Drama']",No,"['there', 'pay']","['Writing', 'Programming']","['Videos', 'Articles']",Weekly
Stephanie Mahoney,STU1937,ocantrell@example.org,Female,History,['Reading'],['Engineering'],"['Photography', 'Robotics', 'Sports Teams']",No,"['throughout', 'than']","['Design', 'Public Speaking', 'Leadership']",['Tutorials'],Monthly
Sara Cervantes,STU1938,henryolivia@example.com,Other,History,['Music'],['Engineering'],['Photography'],No,"['before', 'base']","['Leadership', 'Writing']","['Podcasts', 'Videos', 'Articles']",Bi-weekly
Lisa Warren,STU1939,clementsjill@example.org,Female,Computer Science,['Gaming'],"['Engineering', 'AI']","['Drama', 'Debate', 'Photography']",Yes,[],['Writing'],['Articles'],Bi-weekly
Anthony Hicks,STU1940,vcordova@example.com,Male,Physics,['Technology'],"['Literature', 'Biology']","['Volunteering', 'Music Band']",Yes,"['hot', 'require']","['Design', 'Public Speaking']","['Articles', 'Events', 'Tutorials']",Monthly
Steven Webster,STU1941,smithrachel@example.net,Female,Mathematics,"['Science', 'Gaming']","['Data Science', 'AI']",['Robotics'],Yes,[],['Event Planning'],['Tutorials'],Bi-weekly
Laura Garcia,STU1942,jimenezwillie@example.org,Male,Literature,['Cooking'],"['Engineering', 'AI']","['Sports Teams', 'Volunteering']",Yes,"['step', 'state']","['Programming', 'Event Planning', 'Public Speaking']","['Articles', 'Podcasts', 'Events']",Monthly
Thomas Perez,STU1943,heather92@example.com,Male,Physics,"['Reading', 'Arts', 'Technology']","['Data Science', 'History', 'Biology']","['Sports Teams', 'Drama', 'Photography']",Yes,"['writer', 'new']","['Programming', 'Design']",['Events'],Weekly
Kimberly Boyd,STU1944,roberthernandez@example.net,Female,Literature,['Writing'],"['Engineering', 'Data Science']","['Debate', 'Sports Teams', 'Robotics']",Yes,"['customer', 'such']",['Writing'],"['Tutorials', 'Podcasts', 'Videos']",Weekly
Amy Rose,STU1945,hmathews@example.org,Other,Biology,"['Music', 'Science']","['Biology', 'Mathematics']","['Robotics', 'Volunteering', 'Debate']",No,"['opportunity', 'again']","['Programming', 'Public Speaking']","['Videos', 'Podcasts']",Monthly
Michelle Aguilar,STU1946,kevinmendoza@example.org,Other,Computer Science,"['Cooking', 'Writing']",['Physics'],"['Photography', 'Volunteering']",Yes,[],['Event Planning'],"['Tutorials', 'Articles']",Weekly
Kevin Allen,STU1947,hannahbarrett@example.net,Other,Engineering,"['Cooking', 'Science', 'Writing']","['Mathematics', 'Data Science', 'Literature']","['Drama', 'Volunteering']",No,[],['Leadership'],['Articles'],Weekly
Anna Ross,STU1948,qmartinez@example.org,Male,Engineering,"['Technology', 'Gaming', 'Travel']","['Biology', 'AI']","['Photography', 'Music Band']",No,"['interview', 'generation']",['Public Speaking'],['Tutorials'],Weekly
Jordan Ramos,STU1949,gkirk@example.net,Female,Engineering,"['Technology', 'Travel']","['Physics', 'AI', 'Biology']",['Drama'],Yes,"['would', 'throw']","['Design', 'Leadership', 'Programming']",['Events'],Bi-weekly
Emily Brown,STU1950,chenbenjamin@example.org,Female,Biology,"['Travel', 'Writing']",['AI'],['Debate'],Yes,"['article', 'compare']","['Design', 'Public Speaking']","['Articles', 'Videos', 'Events']",Weekly
Michelle Cooper,STU1951,hilllisa@example.com,Female,Physics,['Music'],"['AI', 'Biology']",['Debate'],Yes,[],"['Public Speaking', 'Writing']",['Articles'],Weekly
Thomas Le,STU1952,jacqueline71@example.net,Other,Computer Science,['Travel'],"['Physics', 'Data Science']","['Music Band', 'Robotics']",Yes,[],"['Programming', 'Public Speaking']","['Podcasts', 'Videos', 'Articles']",Weekly
Sarah Weber,STU1953,jonesshawn@example.com,Other,Computer Science,"['Reading', 'Cooking', 'Travel']","['Physics', 'AI']",['Music Band'],No,[],['Event Planning'],"['Events', 'Tutorials']",Bi-weekly
Charles Dillon,STU1954,danacruz@example.net,Other,Physics,['Sports'],['Physics'],"['Music Band', 'Photography']",Yes,[],"['Leadership', 'Event Planning', 'Design']","['Tutorials', 'Videos', 'Articles']",Bi-weekly
Aaron Mitchell,STU1955,rjordan@example.com,Male,Mathematics,"['Writing', 'Reading', 'Gaming']","['History', 'Data Science']","['Music Band', 'Volunteering']",No,"['lawyer', 'news']",['Design'],['Podcasts'],Bi-weekly
Daniel King,STU1956,denisewilliams@example.com,Female,Physics,['Travel'],"['Physics', 'AI', 'Biology']",['Sports Teams'],No,"['exactly', 'point']","['Writing', 'Event Planning']","['Tutorials', 'Articles']",Monthly
Kim Taylor,STU1957,jennifer78@example.com,Other,Engineering,"['Writing', 'Reading', 'Science']","['Literature', 'Mathematics']","['Debate', 'Drama']",Yes,"['fly', 'start']","['Event Planning', 'Design', 'Writing']","['Podcasts', 'Videos']",Monthly
James Lambert,STU1958,edward43@example.com,Female,Mathematics,"['Sports', 'Travel', 'Science']",['AI'],"['Volunteering', 'Photography']",No,[],['Programming'],['Podcasts'],Monthly
Frank Alvarez,STU1959,bowerslisa@example.com,Male,Mathematics,"['Arts', 'Science']","['Mathematics', 'Biology', 'Literature']","['Volunteering', 'Drama', 'Sports Teams']",Yes,[],"['Public Speaking', 'Event Planning', 'Leadership']","['Videos', 'Events']",Monthly
Brad Garcia,STU1960,jessicasanchez@example.net,Female,Mathematics,"['Music', 'Arts', 'Cooking']","['Physics', 'History', 'Biology']","['Music Band', 'Volunteering', 'Drama']",No,[],"['Programming', 'Leadership']","['Articles', 'Tutorials', 'Videos']",Monthly
Jeffrey Dickerson,STU1961,mlopez@example.net,Male,History,['Writing'],['Physics'],"['Drama', 'Robotics']",No,"['benefit', 'major']","['Programming', 'Event Planning']",['Articles'],Bi-weekly
Patrick Robinson,STU1962,jwilson@example.net,Male,History,"['Travel', 'Cooking', 'Music']","['Biology', 'Physics']",['Sports Teams'],No,"['bar', 'ground']","['Writing', 'Public Speaking']","['Tutorials', 'Videos', 'Podcasts']",Bi-weekly
Allen Curtis,STU1963,lori34@example.net,Female,Mathematics,"['Writing', 'Reading', 'Travel']","['Biology', 'History']",['Sports Teams'],Yes,[],"['Leadership', 'Public Speaking', 'Programming']",['Events'],Monthly
Jeremy Combs,STU1964,jessica33@example.com,Other,Engineering,['Arts'],"['Literature', 'Physics']","['Photography', 'Debate']",Yes,[],"['Leadership', 'Design']","['Tutorials', 'Podcasts']",Bi-weekly
Kathleen Liu,STU1965,keith75@example.com,Other,Mathematics,['Reading'],['Literature'],"['Robotics', 'Debate']",Yes,"['method', 'some']","['Programming', 'Leadership']","['Articles', 'Tutorials', 'Events']",Bi-weekly
Bradley Taylor Jr.,STU1966,kelly59@example.org,Female,Engineering,['Music'],"['Biology', 'History', 'Physics']",['Debate'],Yes,[],['Leadership'],"['Podcasts', 'Tutorials', 'Videos']",Monthly
Kimberly Fischer,STU1967,bcline@example.org,Female,Mathematics,['Science'],['Literature'],['Drama'],Yes,[],['Programming'],"['Tutorials', 'Videos']",Bi-weekly
Jose Cooper,STU1968,murrayjanet@example.org,Male,Computer Science,['Music'],"['History', 'Engineering']","['Debate', 'Music Band']",Yes,"['seven', 'establish']","['Programming', 'Public Speaking', 'Leadership']","['Tutorials', 'Events', 'Podcasts']",Bi-weekly
Jonathan Benton,STU1969,ryanferrell@example.com,Female,Biology,"['Sports', 'Travel']","['Data Science', 'Mathematics']",['Sports Teams'],Yes,[],"['Event Planning', 'Public Speaking']","['Tutorials', 'Articles']",Weekly
Kyle Henry,STU1970,othomas@example.com,Female,Biology,['Gaming'],"['Mathematics', 'Data Science']","['Debate', 'Drama', 'Robotics']",No,"['represent', 'require']","['Design', 'Public Speaking']","['Podcasts', 'Tutorials']",Monthly
Ronnie Hansen,STU1971,bjohnson@example.net,Female,History,['Writing'],['Data Science'],"['Drama', 'Volunteering']",No,"['yourself', 'adult']",['Leadership'],"['Events', 'Tutorials']",Monthly
Adam Mckenzie,STU1972,laurie13@example.org,Female,Computer Science,['Science'],"['Mathematics', 'Physics', 'Engineering']","['Drama', 'Music Band']",Yes,[],"['Programming', 'Public Speaking']","['Podcasts', 'Videos', 'Events']",Monthly
Joshua Huff,STU1973,haley45@example.com,Other,Physics,"['Cooking', 'Writing']","['Data Science', 'History', 'AI']",['Drama'],No,[],"['Programming', 'Event Planning']",['Videos'],Weekly
Jeffrey Thompson,STU1974,taylormichael@example.com,Other,Computer Science,"['Gaming', 'Arts', 'Writing']",['Literature'],['Debate'],Yes,"['plan', 'which']",['Programming'],"['Videos', 'Podcasts', 'Articles']",Weekly
Keith Thompson,STU1975,millsmichael@example.net,Female,History,"['Travel', 'Technology', 'Music']",['Engineering'],['Robotics'],Yes,[],"['Writing', 'Event Planning']","['Videos', 'Tutorials', 'Podcasts']",Bi-weekly
Jason Jackson,STU1976,swansonreginald@example.com,Male,Biology,"['Arts', 'Science']",['Physics'],['Debate'],Yes,"['fund', 'difference']","['Writing', 'Design', 'Leadership']",['Articles'],Bi-weekly
Brandon Thompson,STU1977,whitakerlisa@example.org,Female,Computer Science,['Gaming'],['Literature'],['Sports Teams'],No,"['reason', 'character']","['Writing', 'Public Speaking', 'Design']",['Events'],Monthly
Troy Manning,STU1978,wstone@example.com,Female,Mathematics,['Reading'],['Engineering'],"['Sports Teams', 'Drama']",No,[],['Public Speaking'],['Tutorials'],Bi-weekly
Michael Taylor,STU1979,andrewbooth@example.net,Male,Mathematics,"['Music', 'Science']","['Data Science', 'Literature', 'Physics']","['Music Band', 'Robotics']",No,[],"['Leadership', 'Public Speaking', 'Writing']","['Videos', 'Tutorials']",Bi-weekly
Beth Lewis,STU1980,nicolehernandez@example.net,Other,Computer Science,['Technology'],"['Literature', 'Engineering']","['Music Band', 'Sports Teams', 'Robotics']",Yes,[],['Programming'],['Videos'],Weekly
Donna Smith,STU1981,elizabethgordon@example.com,Male,History,['Technology'],['Engineering'],['Photography'],No,[],"['Writing', 'Event Planning', 'Design']","['Videos', 'Articles', 'Podcasts']",Monthly
Matthew Mills,STU1982,johnguerrero@example.com,Other,Literature,['Science'],"['Physics', 'Mathematics']","['Debate', 'Volunteering']",No,"['subject', 'head']","['Programming', 'Leadership', 'Design']","['Podcasts', 'Tutorials']",Weekly
Paula Andrade,STU1983,omeyer@example.com,Male,Computer Science,"['Gaming', 'Travel']","['Engineering', 'Biology', 'Data Science']","['Volunteering', 'Photography', 'Sports Teams']",Yes,[],"['Design', 'Public Speaking']",['Podcasts'],Monthly
Brian Beard,STU1984,nsullivan@example.org,Female,Mathematics,['Reading'],"['Biology', 'Literature']","['Sports Teams', 'Drama', 'Robotics']",Yes,"['he', 'help']","['Event Planning', 'Programming', 'Public Speaking']","['Tutorials', 'Articles']",Bi-weekly
Dr. Joseph Carroll,STU1985,justin03@example.org,Male,Computer Science,"['Sports', 'Gaming']","['Literature', 'Mathematics', 'Biology']","['Volunteering', 'Drama']",Yes,"['fine', 'wall']","['Leadership', 'Programming']","['Events', 'Tutorials', 'Articles']",Monthly
Ryan Butler,STU1986,brianagray@example.org,Other,History,['Sports'],"['Biology', 'Data Science', 'Mathematics']","['Volunteering', 'Debate', 'Drama']",No,[],['Programming'],"['Articles', 'Videos']",Weekly
Evan Jackson,STU1987,fernandezsarah@example.com,Female,Physics,['Technology'],['Engineering'],['Robotics'],Yes,[],['Leadership'],"['Events', 'Videos']",Monthly
